"full_name","email","department","role","sentiment_score","match_score"
"Evelyn Evans","evelyn.evans.cand@public.local","technical","Software Engineer","0.81","0.84"
"Elijah Evans","elijah.evans.cand@public.local","technical","Software Engineer","0.92","0.78"
"Abigail Evans","abigail.evans.cand@public.local","technical","Software Engineer","0.97","0.82"
"Daniel Evans","daniel.evans.cand@public.local","technical","Software Engineer","0.98","0.61"
"Ella Evans","ella.evans.cand@public.local","support","Customer Support Specialist","0.44","0.45"
"Aarav Lopez","aarav.lopez.cand@public.local","support","Customer Support Specialist","0.72","0.87"
"Olivia Lopez","olivia.lopez.cand@public.local","support","Customer Support Specialist","0.8","0.73"
"Noah Lopez","noah.lopez.cand@public.local","support","Customer Support Specialist","0.6","0.72"
"Emma Lopez","emma.lopez.cand@public.local","support","Customer Support Specialist","0.89","0.65"
"Liam Lopez","liam.lopez.cand@public.local","support","Customer Support Specialist","0.69","0.57"
"Sophia Lopez","sophia.lopez.cand@public.local","support","Customer Support Specialist","0.54","0.81"
"Mason Lopez","mason.lopez.cand@public.local","support","Customer Support Specialist","0.97","0.75"
"Isabella Lopez","isabella.lopez.cand@public.local","support","Customer Support Specialist","0.37","0.4"
"Lucas Lopez","lucas.lopez.cand@public.local","support","Customer Support Specialist","0.73","0.52"
"Mia Lopez","mia.lopez.cand@public.local","support","Customer Support Specialist","0.57","0.69"
"Ethan Lopez","ethan.lopez.cand@public.local","technical","Software Engineer","0.86","0.66"
"Amelia Lopez","amelia.lopez.cand@public.local","technical","Software Engineer","0.83","0.85"
"James Lopez","james.lopez.cand@public.local","technical","Software Engineer","0.19","0.52"
"Harper Lopez","harper.lopez.cand@public.local","management","Operations Manager","0.55","0.93"
"Benjamin Lopez","benjamin.lopez.cand@public.local","IT","IT Specialist","0.6","0.65"
"Evelyn Lopez","evelyn.lopez.cand@public.local","IT","IT Specialist","0.62","0.71"
"Elijah Lopez","elijah.lopez.cand@public.local","IT","IT Specialist","0.65","0.55"
"Abigail Lopez","abigail.lopez.cand@public.local","IT","IT Specialist","0.4","0.48"
"Daniel Lopez","daniel.lopez.cand@public.local","IT","IT Specialist","0.82","0.78"
"Ella Lopez","ella.lopez.cand@public.local","product_mng","Product Analyst","0.75","0.69"
"Aarav Hughes","aarav.hughes.cand@public.local","product_mng","Product Analyst","0.83","0.53"
"Olivia Hughes","olivia.hughes.cand@public.local","product_mng","Product Analyst","0.77","0.78"
"Noah Hughes","noah.hughes.cand@public.local","product_mng","Product Analyst","0.59","0.98"
"Emma Hughes","emma.hughes.cand@public.local","IT","IT Specialist","0.8","0.79"
"Liam Hughes","liam.hughes.cand@public.local","RandD","Research Associate","0.84","0.55"
"Sophia Hughes","sophia.hughes.cand@public.local","RandD","Research Associate","0.88","0.71"
"Mason Hughes","mason.hughes.cand@public.local","RandD","Research Associate","0.37","0.9"
"Isabella Hughes","isabella.hughes.cand@public.local","RandD","Research Associate","0.88","0.66"
"Lucas Hughes","lucas.hughes.cand@public.local","RandD","Research Associate","0.69","0.85"
"Mia Hughes","mia.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.54","0.49"
"Ethan Hughes","ethan.hughes.cand@public.local","sales","Account Executive","0.76","0.57"
"Amelia Hughes","amelia.hughes.cand@public.local","accounting","Business Associate","0.51","0.58"
"James Hughes","james.hughes.cand@public.local","support","Customer Support Specialist","0.16","0.52"
"Harper Hughes","harper.hughes.cand@public.local","technical","Software Engineer","0.65","0.6"
"Benjamin Hughes","benjamin.hughes.cand@public.local","management","Operations Manager","0.54","0.81"
"Evelyn Hughes","evelyn.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.66","0.68"
"Elijah Hughes","elijah.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.95","0.65"
"Abigail Hughes","abigail.hughes.cand@public.local","marketing","Growth Marketing Specialist","0.83","0.57"
"Daniel Hughes","daniel.hughes.cand@public.local","sales","Account Executive","0.98","0.84"
"Ella Hughes","ella.hughes.cand@public.local","sales","Account Executive","0.72","0.72"
"Aarav Torres","aarav.torres.cand@public.local","sales","Account Executive","0.71","0.62"
"Olivia Torres","olivia.torres.cand@public.local","sales","Account Executive","0.36","0.65"
"Noah Torres","noah.torres.cand@public.local","sales","Account Executive","0.55","0.65"
"Emma Torres","emma.torres.cand@public.local","sales","Account Executive","0.64","0.52"
"Liam Torres","liam.torres.cand@public.local","sales","Account Executive","0.62","0.57"
"Sophia Torres","sophia.torres.cand@public.local","sales","Account Executive","1","0.95"
"Mason Torres","mason.torres.cand@public.local","sales","Account Executive","0.91","0.91"
"Isabella Torres","isabella.torres.cand@public.local","sales","Account Executive","0.81","0.67"
"Lucas Torres","lucas.torres.cand@public.local","sales","Account Executive","0.71","0.92"
"Mia Torres","mia.torres.cand@public.local","sales","Account Executive","0.97","0.74"
"Ethan Torres","ethan.torres.cand@public.local","sales","Account Executive","0.75","0.86"
"Amelia Torres","amelia.torres.cand@public.local","sales","Account Executive","0.68","1"
"James Torres","james.torres.cand@public.local","sales","Account Executive","0.87","0.68"
"Harper Torres","harper.torres.cand@public.local","sales","Account Executive","0.96","0.57"
"Benjamin Torres","benjamin.torres.cand@public.local","sales","Account Executive","0.41","0.86"
"Evelyn Torres","evelyn.torres.cand@public.local","sales","Account Executive","0.81","0.61"
"Elijah Torres","elijah.torres.cand@public.local","sales","Account Executive","0.68","1"
"Abigail Torres","abigail.torres.cand@public.local","accounting","Business Associate","0.63","0.56"
"Daniel Torres","daniel.torres.cand@public.local","accounting","Business Associate","0.6","0.84"
"Ella Torres","ella.torres.cand@public.local","accounting","Business Associate","0.66","0.97"
"Aarav Bennett","aarav.bennett.cand@public.local","hr","HR Generalist","0.69","0.82"
"Olivia Bennett","olivia.bennett.cand@public.local","hr","HR Generalist","0.23","0.37"
"Noah Bennett","noah.bennett.cand@public.local","hr","HR Generalist","0.52","0.63"
"Emma Bennett","emma.bennett.cand@public.local","hr","HR Generalist","0.65","0.86"
"Liam Bennett","liam.bennett.cand@public.local","technical","Software Engineer","0.78","0.4"
"Sophia Bennett","sophia.bennett.cand@public.local","technical","Software Engineer","0.6","0.65"
"Mason Bennett","mason.bennett.cand@public.local","technical","Software Engineer","0.9","0.62"
"Isabella Bennett","isabella.bennett.cand@public.local","technical","Software Engineer","0.59","0.95"
"Lucas Bennett","lucas.bennett.cand@public.local","technical","Software Engineer","0.89","0.78"
"Mia Bennett","mia.bennett.cand@public.local","technical","Software Engineer","0.96","0.85"
"Ethan Bennett","ethan.bennett.cand@public.local","technical","Software Engineer","0.68","0.76"
"Amelia Bennett","amelia.bennett.cand@public.local","technical","Software Engineer","0.52","0.72"
"James Bennett","james.bennett.cand@public.local","technical","Software Engineer","0.68","0.94"
"Harper Bennett","harper.bennett.cand@public.local","technical","Software Engineer","0.6","0.59"
"Benjamin Bennett","benjamin.bennett.cand@public.local","technical","Software Engineer","0.28","0.83"
"Evelyn Bennett","evelyn.bennett.cand@public.local","support","Customer Support Specialist","0.98","0.54"
"Elijah Bennett","elijah.bennett.cand@public.local","support","Customer Support Specialist","0.67","0.52"
"Abigail Bennett","abigail.bennett.cand@public.local","support","Customer Support Specialist","0.86","0.6"
"Daniel Bennett","daniel.bennett.cand@public.local","support","Customer Support Specialist","0.83","0.9"
"Ella Bennett","ella.bennett.cand@public.local","support","Customer Support Specialist","0.79","0.86"
"Aarav Ramirez","aarav.ramirez.cand@public.local","support","Customer Support Specialist","0.54","0.86"
"Olivia Ramirez","olivia.ramirez.cand@public.local","support","Customer Support Specialist","0.51","0.86"
"Noah Ramirez","noah.ramirez.cand@public.local","support","Customer Support Specialist","0.75","0.65"
"Emma Ramirez","emma.ramirez.cand@public.local","support","Customer Support Specialist","0.51","0.67"
"Liam Ramirez","liam.ramirez.cand@public.local","support","Customer Support Specialist","0.73","0.74"
"Sophia Ramirez","sophia.ramirez.cand@public.local","support","Customer Support Specialist","0.17","0.4"
"Mason Ramirez","mason.ramirez.cand@public.local","technical","Software Engineer","0.88","0.59"
"Isabella Ramirez","isabella.ramirez.cand@public.local","technical","Software Engineer","0.76","0.79"
"Lucas Ramirez","lucas.ramirez.cand@public.local","technical","Software Engineer","0.29","0.77"
"Mia Ramirez","mia.ramirez.cand@public.local","management","Operations Manager","0.62","0.97"
"Ethan Ramirez","ethan.ramirez.cand@public.local","IT","IT Specialist","0.5","0.85"
"Amelia Ramirez","amelia.ramirez.cand@public.local","IT","IT Specialist","0.16","0.65"
"James Ramirez","james.ramirez.cand@public.local","IT","IT Specialist","0.18","0.99"
"Harper Ramirez","harper.ramirez.cand@public.local","IT","IT Specialist","0.86","0.68"
"Benjamin Ramirez","benjamin.ramirez.cand@public.local","IT","IT Specialist","0.68","0.52"
"Evelyn Ramirez","evelyn.ramirez.cand@public.local","product_mng","Product Analyst","0.68","0.85"
"Elijah Ramirez","elijah.ramirez.cand@public.local","product_mng","Product Analyst","0.89","0.78"
"Abigail Ramirez","abigail.ramirez.cand@public.local","product_mng","Product Analyst","0.86","0.88"
"Daniel Ramirez","daniel.ramirez.cand@public.local","product_mng","Product Analyst","0.43","0.41"
"Ella Ramirez","ella.ramirez.cand@public.local","IT","IT Specialist","0.85","0.58"
"Aarav Shaw","aarav.shaw.cand@public.local","RandD","Research Associate","0.94","0.8"
"Olivia Shaw","olivia.shaw.cand@public.local","RandD","Research Associate","0.58","0.71"
"Noah Shaw","noah.shaw.cand@public.local","RandD","Research Associate","0.43","0.6"
"Emma Shaw","emma.shaw.cand@public.local","RandD","Research Associate","0.72","0.49"
"Liam Shaw","liam.shaw.cand@public.local","RandD","Research Associate","0.95","0.96"
"Sophia Shaw","sophia.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.35","0.67"
"Mason Shaw","mason.shaw.cand@public.local","sales","Account Executive","0.77","0.79"
"Isabella Shaw","isabella.shaw.cand@public.local","accounting","Business Associate","0.74","0.7"
"Lucas Shaw","lucas.shaw.cand@public.local","support","Customer Support Specialist","0.5","0.6"
"Mia Shaw","mia.shaw.cand@public.local","technical","Software Engineer","0.87","0.56"
"Ethan Shaw","ethan.shaw.cand@public.local","management","Operations Manager","0.55","0.48"
"Amelia Shaw","amelia.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.8","0.65"
"James Shaw","james.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.49","0.52"
"Harper Shaw","harper.shaw.cand@public.local","marketing","Growth Marketing Specialist","0.54","0.92"
"Benjamin Shaw","benjamin.shaw.cand@public.local","sales","Account Executive","0.21","0.87"
"Evelyn Shaw","evelyn.shaw.cand@public.local","sales","Account Executive","0.77","0.77"
"Elijah Shaw","elijah.shaw.cand@public.local","sales","Account Executive","0.53","0.73"
"Abigail Shaw","abigail.shaw.cand@public.local","sales","Account Executive","0.89","0.49"
"Daniel Shaw","daniel.shaw.cand@public.local","sales","Account Executive","0.25","0.59"
"Ella Shaw","ella.shaw.cand@public.local","sales","Account Executive","0.53","0.59"
"Aarav Cruz","aarav.cruz.cand@public.local","sales","Account Executive","0.44","0.45"
"Olivia Cruz","olivia.cruz.cand@public.local","sales","Account Executive","0.7","0.44"
"Noah Cruz","noah.cruz.cand@public.local","sales","Account Executive","0.54","0.76"
"Emma Cruz","emma.cruz.cand@public.local","sales","Account Executive","0.9","0.56"
"Liam Cruz","liam.cruz.cand@public.local","sales","Account Executive","0.69","0.8"
"Sophia Cruz","sophia.cruz.cand@public.local","sales","Account Executive","0.78","0.59"
"Mason Cruz","mason.cruz.cand@public.local","sales","Account Executive","0.91","0.49"
"Isabella Cruz","isabella.cruz.cand@public.local","sales","Account Executive","0.92","0.61"
"Lucas Cruz","lucas.cruz.cand@public.local","sales","Account Executive","0.96","0.88"
"Mia Cruz","mia.cruz.cand@public.local","sales","Account Executive","0.8","0.77"
"Ethan Cruz","ethan.cruz.cand@public.local","sales","Account Executive","0.52","0.67"
"Amelia Cruz","amelia.cruz.cand@public.local","sales","Account Executive","0.52","0.97"
"James Cruz","james.cruz.cand@public.local","sales","Account Executive","0.93","0.96"
"Harper Cruz","harper.cruz.cand@public.local","accounting","Business Associate","0.89","0.9"
"Benjamin Cruz","benjamin.cruz.cand@public.local","accounting","Business Associate","0.83","0.61"
"Evelyn Cruz","evelyn.cruz.cand@public.local","accounting","Business Associate","0.7","0.84"
"Elijah Cruz","elijah.cruz.cand@public.local","hr","HR Generalist","0.89","0.74"
"Abigail Cruz","abigail.cruz.cand@public.local","hr","HR Generalist","0.21","0.37"
"Daniel Cruz","daniel.cruz.cand@public.local","hr","HR Generalist","0.67","0.78"
"Ella Cruz","ella.cruz.cand@public.local","hr","HR Generalist","0.73","0.97"
"Aarav Powell","aarav.powell.cand@public.local","technical","Software Engineer","0.85","0.51"
"Olivia Powell","olivia.powell.cand@public.local","technical","Software Engineer","0.54","0.85"
"Noah Powell","noah.powell.cand@public.local","technical","Software Engineer","0.74","0.94"
"Emma Powell","emma.powell.cand@public.local","technical","Software Engineer","0.71","0.65"
"Liam Powell","liam.powell.cand@public.local","technical","Software Engineer","0.76","0.52"
"Sophia Powell","sophia.powell.cand@public.local","technical","Software Engineer","0.85","0.5"
"Mason Powell","mason.powell.cand@public.local","technical","Software Engineer","0.82","0.89"
"Isabella Powell","isabella.powell.cand@public.local","technical","Software Engineer","0.71","0.79"
"Lucas Powell","lucas.powell.cand@public.local","technical","Software Engineer","0.79","0.65"
"Mia Powell","mia.powell.cand@public.local","technical","Software Engineer","0.86","0.56"
"Ethan Powell","ethan.powell.cand@public.local","technical","Software Engineer","0.9","0.78"
"Amelia Powell","amelia.powell.cand@public.local","support","Customer Support Specialist","0.65","0.8"
"James Powell","james.powell.cand@public.local","support","Customer Support Specialist","0.53","0.74"
"Harper Powell","harper.powell.cand@public.local","support","Customer Support Specialist","0.51","0.91"
"Benjamin Powell","benjamin.powell.cand@public.local","support","Customer Support Specialist","1","0.76"
